position_action,angle_action,gripper_position,gripper_angle,gripper_velocity,gripper_angular_velocity,target_position,target_angle,target_velocity,target_angular_velocity,closest_point,contact_force,rewards,finger1_min_dists,finger2_min_dists,finger3_min_dists,num_contact_points,fingertip_num_contact_points,accumulated_contact_force,totalLateralFrictionForce
[0.4510789  0.9766495  0.00403178],[-0.01019341  0.01122963  0.00211871],[0.1191544  0.28764157 1.10762269],[-0.0443529   0.17827717  0.1056978 ],[0.21651782 0.46879169 0.00193571],[-0.05353246  0.04853161  0.01882373],[0.19240896 1.00117325 1.19434713],[ 0. -0.  0.],[0.08089176 0.04690385 0.00207519],[0. 0. 0.],0.5541073187057615,0,1.3180304622718961,[0.53950809 0.51455955 0.48376316],[0.53554004 0.51102901 0.47964591],[0.49856916 0.47347784 0.44324749],0,[0 0 0],0,[0 0 0]
[4.5079684e-01 9.7669196e-01 3.9100647e-04],[-0.01016539  0.01115072  0.00183511],[0.12005599 0.28959496 1.10762347],[-0.04455612  0.17850017  0.10573449],[2.16382512e-01 4.68812153e-01 1.87675421e-04],[-0.05338019  0.04815791  0.01745977],[0.19274595 1.00136865 1.19435577],[ 0. -0.  0.],[0.08087702 0.0468953  0.00207481],[0. 0. 0.],0.5523416966410801,0,1.3191643479466366,[0.53781895 0.51289274 0.48209298],[0.53387776 0.50940472 0.47802992],[0.49679042 0.4717     0.44147135],0,[0 0 0],0,[0 0 0]
[ 0.45048094  0.97673345 -0.00319743],[-0.0101009   0.01115191  0.0015918 ],[0.12095696 0.29154842 1.10761707],[-0.04475806  0.1787232   0.10576631],[ 0.21623088  0.46883205 -0.00153477],[-0.05307796  0.04819398  0.01624784],[0.19308287 1.00156401 1.19436442],[ 0. -0.  0.],[0.08086228 0.04688675 0.00207443],[0. 0. 0.],0.5505766558526781,0,1.3203025114209284,[0.53613189 0.51122863 0.48042555],[0.53221789 0.50778337 0.476417  ],[0.49501174 0.46992223 0.43969522],0,[0 0 0],0,[0 0 0]
[ 0.45013213  0.976774   -0.00673085],[-0.01000088  0.01121569  0.00137699],[0.12185722 0.29350197 1.10760361],[-0.044958    0.17894751  0.10579384],[ 0.21606346  0.4688515  -0.00323081],[-0.05264038  0.04854678  0.01514218],[0.19341974 1.00175934 1.19437306],[ 0. -0.  0.],[0.08084754 0.04687821 0.00207405],[0. 0. 0.],0.5488121991294521,0,1.3214438075432384,[0.53444685 0.50956715 0.4787608 ],[0.53056036 0.50616489 0.47480706],[0.49323318 0.46814459 0.43791914],0,[0 0 0],0,[0 0 0]
[ 0.44974995  0.9768132  -0.01020795],[-0.00988144  0.01132977  0.00118685],[0.12275672 0.2954556  1.10758319],[-0.04515556  0.1791741   0.10581756],[ 0.21588     0.46887036 -0.00489981],[-0.0521367   0.04914965  0.01413819],[0.19375654 1.00195463 1.1943817 ],[ 0. -0.  0.],[0.08083281 0.04686966 0.00207367],[0. 0. 0.],0.5470483202944367,0,1.3225872694333882,[0.53276381 0.5079083  0.47709873],[0.52890514 0.50454923 0.47320006],[0.49145475 0.46636708 0.43614314],0,[0 0 0],0,[0 0 0]
[ 0.4493369   0.97685087 -0.01362705],[-0.00974447  0.011482    0.00101566],[0.12365539 0.2974093  1.10755594],[-0.04535037  0.17940373  0.10583786],[ 0.21568174  0.46888842 -0.00654098],[-0.05156992  0.04994356  0.01321003],[0.19409328 1.00214988 1.19439034],[ 0. -0.  0.],[0.08081808 0.04686112 0.00207329],[0. 0. 0.],0.5452850182191157,0,1.3237321698896685,[0.53108273 0.50625203 0.47543931],[0.52725219 0.50293636 0.47159596],[0.48967647 0.46458974 0.43436724],0,[0 0 0],0,[0 0 0]
[ 0.44889283  0.976887   -0.01698792],[-0.00959897  0.01166475  0.00086153],[0.12455318 0.29936307 1.10752197],[-0.04554227  0.17963701  0.10585508],[ 0.21546859  0.46890577 -0.00815419],[-0.05097841  0.05088759  0.01235622],[0.19442996 1.0023451  1.19439897],[ 0. -0.  0.],[0.08080335 0.04685258 0.00207292],[0. 0. 0.],0.5435222860240334,0,1.3248778915245372,[0.5294036  0.50459836 0.47378255],[0.5256015  0.50132624 0.46999475],[0.48789836 0.46281255 0.43259144],0,[0 0 0],0,[0 0 0]
[ 0.44841862  0.97692156 -0.02028942],[-0.00944632  0.01187062  0.00072014],[0.12545002 0.30131691 1.10748139],[-0.04573097  0.17987445  0.10586944],[ 0.2152409   0.4689222  -0.00973829],[-0.05032934  0.05195719  0.01154386],[0.19476658 1.00254029 1.19440761],[ 0. -0.  0.],[0.08078862 0.04684404 0.00207254],[0. 0. 0.],0.541760128497207,0,1.3260239820552497,[0.52772642 0.50294725 0.47212842],[0.52395302 0.49971886 0.46839639],[0.48612041 0.46103554 0.43081578],0,[0 0 0],0,[0 0 0]
[ 0.44791675  0.9769542  -0.02353287],[-0.00929666  0.01209402  0.00059128],[0.12634585 0.30327082 1.10743433],[-0.04591669  0.18011635  0.10588123],[ 0.21500001  0.46893792 -0.01129518],[-0.04974225  0.05309721  0.01080819],[0.19510314 1.00273543 1.19441624],[ 0. -0.  0.],[0.0807739  0.04683551 0.00207216],[0. 0. 0.],0.539998525753297,0,1.327170017497005,[0.52605119 0.50129874 0.47047698],[0.52230679 0.49811422 0.46680091],[0.48434262 0.4592587  0.42904022],0,[0 0 0],0,[0 0 0]
[ 0.44738555  0.9769852  -0.02671814],[-0.00913757  0.01232922  0.00046849],[0.12724062 0.30522479 1.10738089],[-0.04609924  0.18036296  0.10589056],[ 0.21474501  0.46895284 -0.01282414],[-0.04911659  0.05429836  0.01009346],[0.19543964 1.00293055 1.19442488],[ 0. -0.  0.],[0.08075918 0.04682697 0.00207178],[0. 0. 0.],0.5382374835019014,0,1.328315780464903,[0.52437789 0.49965282 0.46882821],[0.52066277 0.4965123  0.46520829],[0.48256502 0.45748203 0.4272648 ],0,[0 0 0],0,[0 0 0]
[ 0.44682825  0.97701454 -0.02984643],[-0.00898123  0.01257515  0.00035393],[0.12813428 0.30717882 1.1073212 ],[-0.04627868  0.18061448  0.1058976 ],[ 0.2144775   0.46896694 -0.01432575],[-0.04850827  0.05554962  0.00942022],[0.19577607 1.00312562 1.19443351],[ 0. -0.  0.],[0.08074447 0.04681844 0.00207141],[0. 0. 0.],0.5364769956916118,0,1.3294610102280708,[0.52270651 0.4980095  0.46718212],[0.51902097 0.49491311 0.46361853],[0.48078759 0.45570553 0.42548951],0,[0 0 0],0,[0 0 0]
[ 0.446244    0.97704196 -0.03291732],[-0.00882435  0.01282573  0.0002445 ],[0.12902677 0.30913291 1.10725537],[-0.04645499  0.18087101  0.10590245],[ 0.21419708  0.46898011 -0.01579979],[-0.04789943  0.05682348  0.00877092],[0.19611245 1.00332066 1.19444214],[ 0. -0.  0.],[0.08072975 0.04680991 0.00207103],[0. 0. 0.],0.5347170626252387,0,1.3306055809540502,[0.52103706 0.49636878 0.46553873],[0.51738138 0.49331664 0.46203162],[0.47901034 0.45392921 0.42371434],0,[0 0 0],0,[0 0 0]
[ 0.44563472  0.9770677  -0.03593338],[-0.00866854  0.01308143  0.00014019],[0.12991803 0.31108704 1.1071835 ],[-0.04662819  0.18113266  0.10590522],[ 0.21390462  0.46899246 -0.01724752],[-0.04729771  0.05812144  0.00814689],[0.19644876 1.00351567 1.19445076],[ 0. -0.  0.],[0.08071504 0.04680138 0.00207065],[0. 0. 0.],0.5329576831930365,0,1.3317493534927043,[0.51936951 0.49473066 0.46389805],[0.515744   0.49172289 0.46044715],[0.47723326 0.45215306 0.42193931],0,[0 0 0],0,[0 0 0]
[ 0.44239938  0.9771061  -0.03808111],[-0.00938052  0.01356316  0.00164783],[0.13080283 0.31304125 1.10710734],[-0.04681563  0.18140395  0.10593813],[ 0.21235164  0.46901092 -0.01827845],[-0.05088402  0.06006561  0.01600819],[0.19678501 1.00371064 1.19445939],[ 0. -0.  0.],[0.08070033 0.04679285 0.00207027],[0. 0. 0.],0.5311964803489214,0,1.3328718115541278,[0.51770669 0.49309879 0.46226442],[0.51410934 0.49013314 0.45886694],[0.47545431 0.450375   0.42016284],0,[0 0 0],0,[0 0 0]
[ 0.4387045   0.9771333  -0.03999615],[-0.00938922  0.01354039  0.00288129],[0.13168024 0.31499552 1.10702735],[-0.04700323  0.18167478  0.1059957 ],[ 0.2105781   0.46902393 -0.01919764],[-0.05091151  0.05995172  0.02194643],[0.1971212  1.00390558 1.19446801],[ 0. -0.  0.],[0.08068563 0.04678432 0.0020699 ],[0. 0. 0.],0.5294343131462915,0,1.3339859290567193,[0.51604679 0.49147092 0.46063541],[0.51247583 0.48854525 0.45728911],[0.47367493 0.44859643 0.41838619],0,[0 0 0],0,[0 0 0]
[ 0.43518472  0.97726727 -0.04198062],[-0.00876361  0.01608908  0.00286078],[0.13255061 0.31695005 1.10694339],[-0.04717835  0.18199655  0.10605289],[ 0.20888872  0.46908836 -0.02015059],[-0.04927529  0.07241667  0.02132581],[0.19745733 1.00410047 1.19447664],[ 0. -0.  0.],[0.08067093 0.0467758  0.00206952],[0. 0. 0.],0.5276726579702451,0,1.3350635934093804,[0.51438721 0.48984387 0.45900734],[0.51084369 0.48695893 0.45571269],[0.47189589 0.44681818 0.41660981],0,[0 0 0],0,[0 0 0]
[ 0.4318248   0.97741914 -0.04420286],[-0.00840676  0.01861978  0.00300753],[0.13341426 0.31890489 1.10685499],[-0.04734635  0.18236894  0.10611301],[ 0.20727596  0.46916123 -0.02121734],[-0.04889332  0.08467168  0.02173363],[0.1977934  1.00429534 1.19448526],[ 0. -0.  0.],[0.08065623 0.04676727 0.00206914],[0. 0. 0.],0.525911134785018,0,1.3361026920788421,[0.51272871 0.4882186  0.45738124],[0.50921351 0.48537502 0.45413865],[0.47011665 0.4450397  0.41483321],0,[0 0 0],0,[0 0 0]
[ 0.42875385  0.97757006 -0.04607576],[-0.00809282  0.02036631  0.00291359],[0.13427177 0.32086003 1.10676284],[-0.047508    0.18277629  0.10617122],[ 0.20580182  0.46923369 -0.02211568],[-0.04829421  0.09317207  0.0210133 ],[0.1981294  1.00449017 1.19449388],[ 0. -0.  0.],[0.08064153 0.04675875 0.00206877],[0. 0. 0.],0.5241499242430374,0,1.3371177849615137,[0.511071   0.48659473 0.45575667],[0.507585   0.48379318 0.45256663],[0.46833731 0.44326114 0.41305649],0,[0 0 0],0,[0 0 0]
[ 0.42607367  0.9777237  -0.04749095],[-0.0079903   0.02147257  0.0025934 ],[0.13512392 0.32281548 1.10666786],[-0.04766761  0.18320576  0.10622302],[ 0.20451532  0.46930742 -0.02279507],[-0.04838081  0.09850035  0.01940343],[0.19846535 1.00468496 1.1945025 ],[ 0. -0.  0.],[0.08062684 0.04675023 0.00206839],[0. 0. 0.],0.5223890192356323,0,1.3381203969988273,[0.5094143  0.48497227 0.45413342],[0.50595822 0.48221348 0.45099673],[0.46655771 0.44148232 0.41127942],0,[0 0 0],0,[0 0 0]
[ 0.42329776  0.9778669  -0.04902309],[-0.00786471  0.02216899  0.00217044],[0.13597051 0.32477121 1.10656982],[-0.0478247   0.18364917  0.10626636],[ 0.20318288  0.46937618 -0.02353046],[-0.04814368  0.10188581  0.01727913],[0.19880123 1.00487972 1.19451111],[ 0. -0.  0.],[0.08061215 0.04674171 0.00206801],[0. 0. 0.],0.5206285849970158,0,1.3391180298366643,[0.5077586  0.48335115 0.452511  ],[0.5043331  0.48063583 0.44942888],[0.46477799 0.43970343 0.40950216],0,[0 0 0],0,[0 0 0]
[ 0.42024875  0.9779875  -0.05104691],[-0.00765026  0.02189147  0.00142288],[0.13681101 0.32672719 1.10646772],[-0.04797752  0.18408701  0.10629476],[ 0.20171936  0.46943403 -0.02450205],[-0.04700374  0.10066535  0.01352244],[0.19913706 1.00507444 1.19451973],[ 0. -0.  0.],[0.08059746 0.0467332  0.00206763],[0. 0. 0.],0.5188691261073474,0,1.340129329467731,[0.50610381 0.48173122 0.45088915],[0.50270963 0.47906011 0.44786295],[0.46299863 0.43792492 0.40772506],0,[0 0 0],0,[0 0 0]
[ 0.4174596   0.97813463 -0.05376363],[-0.00714278  0.02192414  0.00085735],[0.13764593 0.32868346 1.1063602 ],[-0.04812018  0.18452552  0.10631186],[ 0.20038058  0.46950461 -0.02580599],[-0.04463388  0.10107521  0.01037763],[0.19947282 1.00526912 1.19452834],[ 0. -0.  0.],[0.08058277 0.04672468 0.00206726],[0. 0. 0.],0.517110747606901,0,1.3411487228533212,[0.50444982 0.48011228 0.44926765],[0.50108762 0.47748605 0.44629864],[0.46122    0.43614714 0.40594848],0,[0 0 0],0,[0 0 0]
[ 0.4152434   0.9783311  -0.05789167],[-0.00605524  0.02239513  0.00051391],[0.13847642 0.33064012 1.10624442],[-0.04824118  0.18497341  0.10632212],[ 0.19931687  0.46959894 -0.02778799],[-0.0397914   0.10385784  0.00779748],[0.19980852 1.00546377 1.19453695],[ 0. -0.  0.],[0.08056809 0.04671617 0.00206688],[0. 0. 0.],0.5153537887548797,0,1.3421692052899055,[0.50279632 0.47849383 0.44764614],[0.49946675 0.47591314 0.44473538],[0.45944289 0.4343708  0.40417313],0,[0 0 0],0,[0 0 0]
[ 0.41471195  0.9784905  -0.06215757],[-0.00453401  0.02302277  0.00117576],[0.13930584 0.3325971  1.1061201 ],[-0.04833167  0.18543388  0.1063456 ],[ 0.19906169  0.46967546 -0.02983505],[-0.03295465  0.10762391  0.00963277],[0.20014416 1.00565839 1.19454556],[ 0. -0.  0.],[0.08055341 0.04670766 0.00206651],[0. 0. 0.],0.5135976959625667,0,1.3431812069758065,[0.50114347 0.47687583 0.44602517],[0.49784586 0.47434012 0.4431721 ],[0.45766783 0.43259633 0.40239966],0,[0 0 0],0,[0 0 0]
[ 0.41446304  0.97864556 -0.06653851],[-0.00336605  0.02326071  0.00325143],[0.14013477 0.33455439 1.10598703],[-0.0483989   0.18589909  0.10641059],[ 0.19894229  0.46974984 -0.03193851],[-0.02762326  0.10933543  0.0185784 ],[0.20047974 1.00585297 1.19455417],[ 0. -0.  0.],[0.08053874 0.04669915 0.00206613],[0. 0. 0.],0.5118407373012563,0,1.3441778682440462,[0.49949328 0.47526081 0.4444078 ],[0.49622495 0.47276744 0.44160971],[0.45589388 0.43082274 0.40062748],0,[0 0 0],0,[0 0 0]
[ 0.41385913  0.97879815 -0.07114828],[-0.00254989  0.02339208  0.00496972],[0.14096248 0.33651199 1.10584473],[-0.04844969  0.18636695  0.10650993],[ 0.19865235  0.46982308 -0.03415074],[-0.02384401  0.11037885  0.02609552],[0.20081525 1.00604751 1.19456278],[ 0. -0.  0.],[0.08052406 0.04669064 0.00206575],[0. 0. 0.],0.510083041537953,0,1.3451627286444783,[0.49784632 0.47364955 0.44279479],[0.49460504 0.47119637 0.44004948],[0.45412053 0.42904955 0.39885606],0,[0 0 0],0,[0 0 0]
[ 0.41223514  0.97888064 -0.07444221],[-0.00191176  0.0232507   0.00638294],[0.14178695 0.33846975 1.10569585],[-0.04848783  0.18683197  0.10663754],[ 0.19787289  0.46986271 -0.03573229],[-0.02081594  0.11001382  0.03232474],[0.20115071 1.00624202 1.19457139],[ 0. -0.  0.],[0.08050939 0.04668213 0.00206538],[0. 0. 0.],0.5083247528556987,0,1.3461421607195154,[0.49620213 0.47204157 0.44118564],[0.49298592 0.46962659 0.43849104],[0.45234775 0.42727677 0.39708536],0,[0 0 0],0,[0 0 0]
[ 0.4091499   0.97884536 -0.07507539],[-0.00120431  0.02253246  0.00763643],[0.14260525 0.34042744 1.1055457 ],[-0.0485117   0.18728264  0.10679019],[ 0.19639216  0.46984557 -0.0360361 ],[-0.01711682  0.10694687  0.03770194],[0.2014861  1.0064365  1.19457999],[ 0. -0.  0.],[0.08049473 0.04667363 0.002065  ],[0. 0. 0.],0.5065660417234303,0,1.3471271682726862,[0.49455924 0.47043503 0.43957848],[0.49136591 0.46805604 0.43693226],[0.45057604 0.42550491 0.39531581],0,[0 0 0],0,[0 0 0]
[ 0.40629482  0.97880507 -0.0757466 ],[-0.00076067  0.0218904   0.00862932],[0.14341784 0.34238505 1.1053942 ],[-0.04852672  0.18772049  0.10696269],[ 0.19502152  0.46982641 -0.0363579 ],[-0.01472912  0.10410461  0.04207291],[0.20182144 1.00663093 1.19458859],[ 0. -0.  0.],[0.08048006 0.04666513 0.00206462],[0. 0. 0.],0.504806956853598,0,1.348117765305164,[0.49291797 0.46883041 0.43797375],[0.48974574 0.46648557 0.43537396],[0.44880499 0.42373361 0.39354702],0,[0 0 0],0,[0 0 0]
[ 0.40346575  0.97876287 -0.07643569],[-0.00026739  0.02139258  0.00935209],[0.14422478 0.34434258 1.10524134],[-0.04853184  0.18814837  0.10714965],[ 0.19366371  0.46980618 -0.03668862],[-0.01217402  0.1019754   0.04509969],[0.20215671 1.00682534 1.19459719],[ 0. -0.  0.],[0.0804654  0.04665663 0.00206425],[0. 0. 0.],0.5030478150469503,0,1.3491140771291197,[0.49127799 0.4672273  0.43637094],[0.48812553 0.46491525 0.43381612],[0.44703475 0.42196301 0.39177908],0,[0 0 0],0,[0 0 0]
[ 0.40068567  0.97871923 -0.07712078],[0.00011015 0.02099037 0.00991893],[0.14502615 0.34630002 1.10508709],[-0.04852951  0.18856818  0.10734797],[ 0.19232916  0.46978526 -0.03701798],[-0.01023915  0.10023473  0.04749157],[0.20249192 1.0070197  1.19460579],[ 0. -0.  0.],[0.08045074 0.04664813 0.00206387],[0. 0. 0.],0.5012887119863728,0,1.3501154156049286,[0.48963939 0.46562587 0.43477017],[0.48650567 0.46334553 0.43225918],[0.44526515 0.42019297 0.3900118 ],0,[0 0 0],0,[0 0 0]
[ 0.39846396  0.97866106 -0.07782233],[0.00071073 0.02110124 0.00948834],[0.14582308 0.34825734 1.10493145],[-0.04851537  0.18899021  0.10753768],[ 0.19126288  0.4697573  -0.03735498],[-0.00754742  0.10105911  0.0448939 ],[0.20282707 1.00721404 1.19461439],[ 0. -0.  0.],[0.08043609 0.04663963 0.0020635 ],[0. 0. 0.],0.4995308437673498,0,1.3511225704249306,[0.48800095 0.46402458 0.43316953],[0.48488646 0.46177645 0.43070281],[0.44349675 0.41842412 0.38824553],0,[0 0 0],0,[0 0 0]
[ 0.39635658  0.9786024  -0.07850778],[0.00099266 0.02132082 0.00918746],[0.14661579 0.35021454 1.10477443],[-0.04849531  0.1894166   0.10772132],[ 0.19025126  0.4697292  -0.03768355],[-0.00629141  0.10225039  0.04316667],[0.20316216 1.00740833 1.19462299],[ 0. -0.  0.],[0.08042143 0.04663113 0.00206312],[0. 0. 0.],0.4977738431043557,0,1.352131687818415,[0.48636331 0.46242423 0.43156987],[0.4832685  0.46020879 0.42914789],[0.44172901 0.41665591 0.38647979],0,[0 0 0],0,[0 0 0]
[ 0.3942635   0.97854304 -0.07920474],[0.00130534 0.02148271 0.00892746],[0.14740432 0.35217163 1.10461602],[-0.048469    0.18984623  0.10789975],[ 0.18924656  0.46970071 -0.03801811],[-0.00492938  0.10318002  0.04163481],[0.20349719 1.00760259 1.19463158],[ 0. -0.  0.],[0.08040678 0.04662264 0.00206274],[0. 0. 0.],0.4960176918054761,0,1.353143340525369,[0.4847265  0.46082487 0.42997126],[0.48165172 0.45864254 0.42759441],[0.43996193 0.41488837 0.38471461],0,[0 0 0],0,[0 0 0]
[ 0.39207613  0.9784813  -0.07977062],[0.00146329 0.02166522 0.00876296],[0.14818847 0.35412859 1.10445648],[-0.04843957  0.19027953  0.10807495],[ 0.18819661  0.46967106 -0.03828986],[-0.00431251  0.1041328   0.04071384],[0.20383216 1.00779682 1.19464018],[ 0. -0.  0.],[0.08039214 0.04661414 0.00206237],[0. 0. 0.],0.4942621580600072,0,1.3541558081006047,[0.48309084 0.45922695 0.42837422],[0.48003634 0.45707802 0.42604277],[0.43819523 0.4131212  0.38294974],0,[0 0 0],0,[0 0 0]
[ 0.38815165  0.97838426 -0.078614  ],[0.00096595 0.02268958 0.00914764],[0.1489648  0.35608536 1.10429925],[-0.04841997  0.19073324  0.10825784],[ 0.18631868  0.46962493 -0.03773501],[-0.00716348  0.10875402  0.04300199],[0.20416706 1.00799101 1.19464877],[ 0. -0.  0.],[0.08037749 0.04660565 0.00206199],[0. 0. 0.],0.49250602502273716,0,1.3551488773401286,[0.48145704 0.45763171 0.42678035],[0.47842273 0.45551601 0.42449391],[0.43642748 0.41135302 0.38118403],0,[0 0 0],0,[0 0 0]
[ 0.38466823  0.9782889  -0.0776161 ],[0.00075805 0.02451694 0.00934672],[0.14973413 0.35804194 1.10414402],[-0.0484048   0.1912236   0.10844468],[ 0.18464072  0.46957867 -0.03725568],[-0.00917326  0.11738264  0.04415007],[0.20450191 1.00818516 1.19465736],[ 0. -0.  0.],[0.08036285 0.04659716 0.00206162],[0. 0. 0.],0.4907497038066412,0,1.35611193591369,[0.47982423 0.45603826 0.4251886 ],[0.47681088 0.45395631 0.42294746],[0.43465908 0.40958421 0.37941779],0,[0 0 0],0,[0 0 0]
[ 0.3822323   0.9782169  -0.07650095],[-0.00025439  0.03137076  0.00924957],[0.1504986  0.35999837 1.10399102],[-0.0484097   0.19185102  0.10862957],[ 0.18347156  0.46954424 -0.03672026],[-0.01745955  0.14956947  0.04459897],[0.20483669 1.00837928 1.19466595],[ 0. -0.  0.],[0.08034821 0.04658868 0.00206124],[0. 0. 0.],0.48899266622322174,0,1.3569637877391703,[0.4781933  0.45444788 0.42360006],[0.47520445 0.45240329 0.42140742],[0.4328877  0.40781261 0.3776489 ],0,[0 0 0],0,[0 0 0]
[ 0.38001573  0.97813916 -0.07574505],[-0.00065148  0.0367353   0.00936353],[0.15125863 0.36195465 1.10383953],[-0.04842275  0.19258573  0.10881673],[ 0.18240759  0.46950692 -0.03635768],[-0.02219006  0.17495574  0.04551572],[0.20517142 1.00857337 1.19467453],[ 0. -0.  0.],[0.08033358 0.04658019 0.00206087],[0. 0. 0.],0.48723531930311964,0,1.3577286198907408,[0.47656351 0.45285945 0.42201359],[0.47360178 0.4508549  0.41987183],[0.43111465 0.40603944 0.37587856],0,[0 0 0],0,[0 0 0]
[ 0.37792647  0.97805667 -0.07492912],[-0.00140429  0.04112184  0.00941694],[0.15201448 0.36391077 1.10368967],[-0.04845058  0.19340817  0.10900493],[ 0.18140478  0.46946731 -0.03596578],[-0.02797078  0.19550336  0.04644852],[0.20550608 1.00876742 1.19468312],[ 0. -0.  0.],[0.08031894 0.04657171 0.00206049],[0. 0. 0.],0.4854774619750261,0,1.3584215666951016,[0.47493553 0.4512738  0.42043011],[0.4720032  0.44931163 0.41834129],[0.42933954 0.40426433 0.3741064 ],0,[0 0 0],0,[0 0 0]
[ 0.37594974  0.9779701  -0.0741719 ],[-0.00198179  0.04468274  0.00936365],[0.15276638 0.36586671 1.10354133],[-0.04848999  0.19430184  0.10919204],[ 0.18045592  0.46942576 -0.03560233],[-0.03257934  0.21219385  0.04672781],[0.20584068 1.00896143 1.1946917 ],[ 0. -0.  0.],[0.08030431 0.04656322 0.00206011],[0. 0. 0.],0.4837193638492265,0,1.3590573211872132,[0.47330902 0.4496905  0.41884916],[0.47040814 0.44777278 0.41681513],[0.42756285 0.40248774 0.37233285],0,[0 0 0],0,[0 0 0]
[ 0.37406898  0.9778806  -0.07342112],[-0.00260758  0.04758883  0.00928938],[0.15351452 0.36782247 1.10339449],[-0.04854185  0.19525361  0.10937763],[ 0.17955319  0.46938283 -0.03524189],[-0.03705102  0.22573196  0.04695126],[0.20617522 1.00915541 1.19470028],[ 0. -0.  0.],[0.08028969 0.04655474 0.00205974],[0. 0. 0.],0.48196103047938504,0,1.3596464565449735,[0.47168409 0.44810965 0.41727084],[0.46881647 0.44623818 0.41529326],[0.42578465 0.40070975 0.37055797],0,[0 0 0],0,[0 0 0]
[ 0.3722663   0.97778845 -0.07270002],[-0.00314546  0.04994619  0.00917423],[0.15425905 0.36977805 1.10324909],[-0.0486045   0.19625254  0.1095609 ],[ 0.17868787  0.46933853 -0.03489582],[-0.04085248  0.23669702  0.04691026],[0.2065097  1.00934935 1.19470887],[ 0. -0.  0.],[0.08027506 0.04654626 0.00205936],[0. 0. 0.],0.48020259216660105,0,1.3601983884607791,[0.47006058 0.44653103 0.41569493],[0.46722784 0.44470743 0.41377529],[0.42400519 0.39893059 0.36878197],0,[0 0 0],0,[0 0 0]
[ 0.37053156  0.9776945  -0.0719946 ],[-0.00365347  0.05186069  0.00904822],[0.15500012 0.37173344 1.1031051 ],[-0.04867746  0.19728976  0.10974167],[ 0.17785587  0.46929362 -0.03455738],[-0.04431122  0.2455573   0.04680751],[0.20684412 1.00954326 1.19471744],[ 0. -0.  0.],[0.08026044 0.04653778 0.00205899],[0. 0. 0.],0.4784440935854488,0,1.3607204042993637,[0.46843846 0.44495458 0.41412138],[0.46564204 0.44318028 0.41226101],[0.42222465 0.39715042 0.36700499],0,[0 0 0],0,[0 0 0]
